NPS Mortality CY 2007 to CY 2023 ,,,,,,
Released April 2023,,,,,,
Incident Date,Park Name,Cause of Death,Intent,Outcome,Sex,Age Range
9/23/2012,Mount Rainier National Park,Fall,Unintentional,Fatal injury,Male,Not Reported
9/24/2012,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
9/25/2012,Glacier National Park,Drowning,Unintentional,Fatal injury,Male,65+
9/29/2012,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
9/29/2012,Rocky Mountain National Park,Fall,Unintentional,Fatal injury,Female,45-54
10/3/2012,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
10/4/2012,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
10/9/2012,Grand Canyon National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
10/11/2012,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,65+
10/13/2012,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
10/13/2012,Lake Mead National Recreation Area,Other,Unintentional,Fatal injury,Male,25-34
10/14/2012,Saint Croix Island International Historic Site,Drowning,Unintentional,Fatal injury,Male,45-54
10/20/2012,Fire Island National Seashore,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,45-54
10/20/2012,Fire Island National Seashore,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,65+
10/23/2012,Shenandoah National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
10/24/2012,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Fatal injury,Male,45-54
10/26/2012,Zion National Park,Fall,Unintentional,Fatal injury,Male,45-54
11/1/2012,Buffalo National River,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
11/11/2012,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,25-34
11/11/2012,Cape Hatteras National Seashore,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
11/19/2012,Cape Lookout National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
11/25/2012,Scotts Bluff National Monument,Fall,Unintentional,Fatal injury,Male,15-24
12/6/2012,Point Reyes National Seashore,Undetermined,Undetermined,Fatal injury,Female,65+
12/13/2012,Virgin Islands National Park,Drowning,Unintentional,Fatal injury,Male,65+
12/24/2012,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
12/27/2012,Yosemite National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,65+
1/5/2013,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
1/9/2013,Yosemite National Park,Other,Unintentional,Fatal injury,Male,65+
1/11/2013,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Female,15-24
1/13/2013,Virgin Islands National Park,Drowning,Unintentional,Fatal injury,Male,55-64
1/15/2013,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
1/15/2013,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Not Reported
1/15/2013,Redwood National and State Parks,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
1/15/2013,Redwood National and State Parks,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
1/16/2013,Joshua Tree National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
1/17/2013,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
1/24/2013,Grand Canyon National Park,Other,Unintentional,Fatal injury,Male,35-44
1/25/2013,Rocky Mountain National Park,Undetermined,Undetermined,Fatal injury,Male,35-44
1/27/2013,Grand Teton National Park,Avalanche,Unintentional,Fatal injury,Male,25-34
1/28/2013,Grand Teton National Park,Avalanche,Unintentional,Fatal injury,Male,25-34
1/31/2013,Fort Bowie National Historic Site,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
2/14/2013,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,65+
2/15/2013,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
2/16/2013,Saint Croix Island International Historic Site,Drowning,Unintentional,Fatal injury,Not Reported,Not Reported
3/1/2013,Grand Teton National Park,Avalanche,Unintentional,Fatal injury,Male,35-44
3/6/2013,Great Smoky Mountains National Park,Hypothermia,Unintentional,Fatal injury,Male,35-44
3/11/2013,Great Smoky Mountains National Park,Drowning,Unintentional,Fatal injury,Male,65+
3/12/2013,Pea Ridge National Military Park,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
3/12/2013,Pea Ridge National Military Park,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
3/13/2013,Glacier National Park,Drowning,Unintentional,Fatal injury,Female,25-34
3/16/2013,Rocky Mountain National Park,Hypothermia,Unintentional,Fatal injury,Male,35-44
3/23/2013,Everglades National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
4/7/2013,Canyonlands National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
4/7/2013,Canyonlands National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
4/9/2013,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
4/9/2013,Black Canyon Of The Gunnison National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
4/12/2013,Great Falls,Drowning,Unintentional,Fatal injury,Male,45-54
4/13/2013,Shenandoah National Park,Hypothermia,Unintentional,Fatal injury,Male,65+
4/16/2013,Natchez Trace Parkway,Undetermined,Undetermined,Fatal injury,Male,55-64
4/16/2013,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
4/18/2013,Acadia National Park,Drowning,Unintentional,Fatal injury,Male,35-44
4/18/2013,Acadia National Park,Drowning,Unintentional,Fatal injury,Male,65+
4/24/2013,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
4/27/2013,Mojave National Preserve,Hyperthermia,Unintentional,Fatal injury,Male,45-54
4/27/2013,Gateway National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
4/28/2013,Acadia National Park,Fall,Unintentional,Fatal injury,Male,15-24
5/4/2013,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
5/4/2013,Upper Delaware Scenic & Recreational River,Undetermined,Undetermined,Fatal injury,Male,Not Reported
5/5/2013,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
5/5/2013,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,65+
5/6/2013,Buffalo National River,Drowning,Unintentional,Fatal injury,Female,65+
5/8/2013,New River Gorge National River,Other,Unintentional,Fatal injury,Male,15-24
5/15/2013,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
5/17/2013,Harpers Ferry National Historical Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,Not Reported
5/19/2013,Yosemite National Park,Rockfall,Unintentional,Fatal injury,Male,35-44
5/20/2013,New River Gorge National River,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,45-54
5/21/2013,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,65+
5/21/2013,Death Valley National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
5/26/2013,Big Thicket National Preserve,Drowning,Unintentional,Fatal injury,Male,25-34
5/31/2013,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
5/31/2013,Buffalo National River,Other,Unintentional,Fatal injury,Male,Not Reported
6/1/2013,Yosemite National Park,Drowning,Unintentional,Fatal injury,Male,15-24
6/1/2013,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
6/2/2013,Yosemite National Park,Rockfall,Unintentional,Fatal injury,Male,25-34
6/6/2013,Joshua Tree National Park,Fall,Unintentional,Fatal injury,Male,Not Reported
6/7/2013,Big Bend National Park,Hyperthermia,Unintentional,Fatal injury,Male,25-34
6/8/2013,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,65+
6/9/2013,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
6/14/2013,Gulf Islands National Seashore,Undetermined,Undetermined,Fatal injury,Male,Not Reported
6/15/2013,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Male,15-24
6/16/2013,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44
6/19/2013,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,65+
6/20/2013,Glen Canyon National Recreation Area,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,15-24
6/20/2013,Glen Canyon National Recreation Area,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,25-34
6/20/2013,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
6/20/2013,Glen Canyon National Recreation Area,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,55-64
6/20/2013,Grand Teton National Park,Fall,Unintentional,Fatal injury,Male,55-64
6/20/2013,Olympic National Park,Fall,Unintentional,Fatal injury,Male,Not Reported
6/21/2013,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,45-54
6/22/2013,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/22/2013,Chickasaw National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
6/23/2013,Mount Rainier National Park,Drowning,Unintentional,Fatal injury,Male,0-14
6/23/2013,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/23/2013,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/24/2013,Great Falls,Drowning,Unintentional,Fatal injury,Male,15-24
6/24/2013,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/24/2013,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
6/24/2013,Grand Teton National Park,Fall,Unintentional,Fatal injury,Male,55-64
6/26/2013,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,15-24
6/26/2013,Glacier National Park,Fall,Unintentional,Fatal injury,Male,55-64
6/26/2013,Glen Canyon National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,55-64
6/28/2013,Glen Canyon National Recreation Area,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,0-14
6/29/2013,Great Falls,Drowning,Unintentional,Fatal injury,Male,15-24
6/30/2013,Lake Mead National Recreation Area,Fall,Unintentional,Fatal injury,Male,Not Reported
6/30/2013,Grand Canyon National Park,Hyperthermia,Unintentional,Fatal injury,Female,Not Reported
7/1/2013,Sleeping Bear Dunes National Lakeshore,Drowning,Unintentional,Fatal injury,Male,0-14
7/6/2013,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
7/8/2013,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,0-14
7/8/2013,Golden Gate National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
7/9/2013,Glacier National Park,Fall,Unintentional,Fatal injury,Male,15-24
7/10/2013,Black Canyon Of The Gunnison National Park,Fall,Unintentional,Fatal injury,Male,Not Reported
7/10/2013,Channel Islands National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
7/11/2013,Great Falls,Drowning,Unintentional,Fatal injury,Female,15-24
7/12/2013,Shenandoah National Park,Undetermined,Undetermined,Fatal injury,Male,15-24
7/12/2013,Glacier National Park,Undetermined,Undetermined,Fatal injury,Male,25-34
7/13/2013,Isle Royale National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
7/15/2013,Saint Croix Island International Historic Site,Undetermined,Undetermined,Fatal injury,Male,15-24
7/18/2013,Yellowstone National Park,Undetermined,Undetermined,Fatal injury,Male,15-24
7/20/2013,Olympic National Park,Fall,Unintentional,Fatal injury,Male,25-34
7/20/2013,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
7/22/2013,Redwood National and State Parks,Drowning,Unintentional,Fatal injury,Not Reported,Not Reported
7/24/2013,Yellowstone National Park,Drowning,Unintentional,Fatal injury,Male,65+
7/25/2013,Glacier National Park,Fall,Unintentional,Fatal injury,Male,15-24
7/27/2013,Indiana Dunes National Park,Drowning,Unintentional,Fatal injury,Male,35-44
7/27/2013,Big Bend National Park,Drowning,Unintentional,Fatal injury,Not Reported,Not Reported
7/29/2013,Voyageurs National Park,Drowning,Unintentional,Fatal injury,Male,0-14
8/1/2013,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/1/2013,Point Reyes National Seashore,Undetermined,Undetermined,Fatal injury,Male,Not Reported
8/3/2013,Big Bend National Park,Hyperthermia,Unintentional,Fatal injury,Male,15-24
8/4/2013,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
8/4/2013,Canyonlands National Park,Undetermined,Undetermined,Fatal injury,Male,65+
8/6/2013,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
8/7/2013,Glen Canyon National Recreation Area,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,15-24
8/9/2013,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
8/9/2013,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Fatal injury,Male,45-54
8/9/2013,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
8/9/2013,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Fatal injury,Not Reported,65+
8/10/2013,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
8/10/2013,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Fatal injury,Male,15-24
8/11/2013,George Washington Birthplace,Drowning,Unintentional,Fatal injury,Male,0-14
8/11/2013,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
8/12/2013,George Washington Birthplace,Drowning,Unintentional,Fatal injury,Male,0-14
8/13/2013,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,15-24
8/13/2013,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
8/14/2013,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
8/15/2013,Rocky Mountain National Park,Fall,Unintentional,Fatal injury,Male,15-24
8/16/2013,Glen Canyon National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,45-54
8/18/2013,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Fatal injury,Male,15-24
8/18/2013,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
8/22/2013,Rocky Mountain National Park,Fall,Unintentional,Fatal injury,Male,15-24
8/22/2013,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Not Reported
8/25/2013,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
8/27/2013,Zion National Park,Fall,Unintentional,Fatal injury,Male,55-64
8/29/2013,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,65+
8/30/2013,Haleakala National Park,Drowning,Unintentional,Fatal injury,Male,35-44
8/31/2013,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
9/1/2013,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,55-64
9/2/2013,Great Falls,Drowning,Unintentional,Fatal injury,Male,15-24
9/2/2013,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,55-64
9/5/2013,Grand Canyon National Park,Fall,Unintentional,Fatal injury,Female,45-54
9/5/2013,Zion National Park,Fall,Unintentional,Fatal injury,Female,45-54
9/6/2013,Point Reyes National Seashore,Drowning,Unintentional,Fatal injury,Male,35-44
9/6/2013,Zion National Park,Fall,Unintentional,Fatal injury,Female,45-54
9/7/2013,Yellowstone National Park,Other,Unintentional,Fatal injury,Female,0-14
9/8/2013,Grand Teton National Park,Fall,Unintentional,Fatal injury,Male,35-44
9/8/2013,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
9/8/2013,Colorado National Monument,Fall,Unintentional,Fatal injury,Female,Not Reported
9/9/2013,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,55-64
9/9/2013,Colorado National Monument,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
9/11/2013,Grand Teton National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,Not Reported
9/11/2013,Grand Teton National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,Not Reported
9/15/2013,Blue Ridge Parkway,Fall,Unintentional,Fatal injury,Female,0-14
9/15/2013,North Cascades National Park,Rockfall,Unintentional,Fatal injury,Not Reported,25-34
9/18/2013,Colorado National Monument,Fall,Unintentional,Fatal injury,Male,25-34
9/19/2013,Crater Lake National Park,Hypothermia,Unintentional,Fatal injury,Female,55-64
